id,symbol,name
seedify-fund,sfund,Seedify.fund
wilder-world,wild,Wilder World
zenon,znn,Zenon
storj,storj,Storj
truefi,tru,TrueFi
orbs,orbs,Orbs
digitalbits,xdb,DigitalBits
baby-doge-coin,babydoge,Baby Doge Coin
cratos,crts,Cratos
ergo,erg,Ergo
bonfida,fida,Bonfida
vethor-token,vtho,VeThor Token
trust-wallet-token,twt,Trust Wallet Token
pirate-chain,arrr,Pirate Chain
radicle,rad,Radicle
tenset,10set,Tenset
oxygen,oxy,Oxygen
origin-protocol,ogn,Origin Protocol
polkastarter,pols,Polkastarter
neos-credits,ncr,Neos Credits
sun-token,sun,Sun Token
ardor,ardr,Ardor
divi,divi,Divi
unibright,ubt,Unibright
tokamak-network,ton,Tokamak Network
nkn,nkn,NKN
bitcoin-diamond,bcd,Bitcoin Diamond
lukso-token,lyxe,LUKSO Token
star-atlas,atlas,Star Atlas
phantasma,soul,Phantasma
asd,asd,AscendEx Token
kardiachain,kai,KardiaChain
bifrost,bfc,Bifrost
ton-crystal,ever,Everscale
aragon,ant,Aragon
civic,cvc,Civic
rari-governance-token,rgt,Rari Governance Token
dodo,dodo,DODO
ampleforth,ampl,Ampleforth
mx-token,mx,MX Token
zipmex-token,zmt,Zipmex Token
escoin-token,elg,Escoin Token
pundi-x,npxs,Pundi X [OLD]
orchid-protocol,oxt,Orchid Protocol
keep3rv1,kp3r,Keep3rV1
band-protocol,band,Band Protocol
biconomy,bico,Biconomy
alchemy-pay,ach,Alchemy Pay
my-neighbor-alice,alice,My Neighbor Alice
merit-circle,mc,Merit Circle
bakerytoken,bake,BakerySwap
kilt-protocol,kilt,KILT Protocol
gods-unchained,gods,Gods Unchained
storm,stmx,StormX
ark,ark,Ark
veritaseum,veri,Veritaseum
plex,plex,PLEX
iexec-rlc,rlc,iExec RLC
lido-dao,ldo,Lido DAO
chia,xch,Chia
prometeus,prom,Prometeus
hxro,hxro,Hxro
ankreth,aethc,Ankr Reward-Bearing Staked ETH
hi-dollar,hi,hi Dollar
power-ledger,powr,Power Ledger
stratis,strax,Stratis
sbtc,sbtc,sBTC
balancer,bal,Balancer
klever,klv,Klever
mango-markets,mngo,Mango Markets
numeraire,nmr,Numeraire
allianceblock,albt,AllianceBlock
electroneum,etn,Electroneum
bezoge-earth,bezoge,Bezoge Earth
sovryn,sov,Sovryn
xido-finance,xido,Xido Finance
deapcoin,dep,DEAPCOIN
metadium,meta,Metadium
singularitynet,agix,SingularityNET
dusk-network,dusk,DUSK Network
vectorspace,vxv,Vectorspace AI
vvs-finance,vvs,VVS Finance
lido-staked-sol,stsol,Lido Staked SOL
auction,auction,Bounce
orion-protocol,orn,Orion Protocol
xsgd,xsgd,XSGD
api3,api3,API3
beldex,bdx,Beldex
aelf,elf,aelf
venus,xvs,Venus
akash-network,akt,Akash Network
alchemix,alcx,Alchemix
gmx,gmx,GMX
telos,tlos,Telos
steem,steem,Steem
tomochain,tomo,TomoChain
safepal,sfp,SafePal
wrapped-nxm,wnxm,Wrapped NXM
circuits-of-value,coval,Circuits of Value
benqi,qi,BENQI
redfox-labs-2,rfox,RedFOX Labs
clover-finance,clv,Clover Finance
btc-standard-hashrate-token,btcst,BTC Standard Hashrate Token
dopex,dpx,Dopex
aavegotchi,ghst,Aavegotchi
aurora-dao,idex,IDEX
verasity,vra,Verasity
rif-token,rif,RSK Infrastructure Framework
beta-finance,beta,Beta Finance
interest-bearing-bitcoin,ibbtc,Interest Bearing Bitcoin
eth-2x-flexible-leverage-index,ETH2x-FLI,Index Coop - ETH 2x Flexible Leverage Index
dawn-protocol,dawn,Dawn Protocol
maidsafecoin,maid,MaidSafeCoin
qredo,qrdo,Qredo
badger-dao,badger,Badger DAO
coinmetro,xcm,CoinMetro
somnium-space-cubes,cube,Somnium Space CUBEs
marketpeak,peak,PEAKDEFI
solanium,slim,Solanium
superrare,rare,SuperRare
stp-network,stpt,STP Network
utrust,utk,Utrust
uquid-coin,uqc,Uquid Coin
usdx,usdx,USDX
gxchain,gxc,GXChain
metal,mtl,Metal
regen,regen,Regen
crypto20,c20,CRYPTO20
gitcoin,gtc,Gitcoin
kin,kin,Kin
proton,xpr,Proton
defipulse-index,dpi,DeFi Pulse Index
ellipsis,eps,Ellipsis
btse-token,btse,BTSE Token
quark-chain,qkc,QuarkChain
compound-basic-attention-token,cbat,cBAT
star-atlas-dao,polis,Star Atlas DAO
kyber-network-crystal,knc,Kyber Network Crystal
compound-uniswap,cuni,cUNI
yfii-finance,yfii,DFI.money
vader-protocol,vader,Vader Protocol
hermez-network-token,hez,Hermez Network
iron-bank-euro,ibeur,Iron Bank EURO
wrapped-centrifuge,wcfg,Wrapped Centrifuge
swarm-bzz,bzz,Swarm
handshake,hns,Handshake
feg-token,feg,FEG Token
richquack,quack,Rich Quack
wanchain,wan,Wanchain
coin-of-the-champions,coc,Coin of the champions
bnb48-club-token,koge,BNB48 Club Token
everipedia,iq,Everipedia
kyber-network,kncl,Kyber Network Crystal Legacy
melon,mln,Enzyme
samoyedcoin,samo,Samoyedcoin
adventure-gold,agld,Adventure Gold
aurory,aury,Aurory
ice-token,ice,Popsicle Finance
linear,lina,Linear
noia-network,noia,Syntropy
dero,dero,Dero
kirobo,kiro,Kirobo
mxc,mxc,MXC
strike,strk,Strike
augur,rep,Augur
derace,derc,DeRace
woonkly-power,woop,Woonkly Power
derivadao,ddx,DerivaDAO
funfair,fun,FUNToken
bscpad,bscpad,BSCPAD
rook,rook,KeeperDAO
mixmarvel,mix,MixMarvel
gamezone,gzone,GameZone
seur,seur,sEUR
seth2,seth2,sETH2
certik,ctk,CertiK
xdai-stake,stake,STAKE
hector-dao,hec,Hector DAO
xcad-network,xcad,XCAD Network
mobius,mobi,Mobius
nusd,susd,sUSD
metis-token,metis,Metis Token
stasis-eurs,eurs,STASIS EURO
automata,ata,Automata
tranchess,chess,Tranchess
ethernity-chain,ern,Ethernity Chain
cocos-bcx,cocos,COCOS BCX
lto-network,lto,LTO Network
beefy-finance,bifi,Beefy.Finance
smooth-love-potion,slp,Smooth Love Potion
aioz-network,aioz,AIOZ Network
district0x,dnt,district0x
trustswap,swap,Trustswap
whale,whale,WHALE
idia,idia,Impossible Decentralized Incubator Access
dvf,dvf,DVF
presearch,pre,Presearch
tokocrypto,tko,Tokocrypto
compound-0x,czrx,c0x
ethlend,lend,Aave [OLD]
iris-network,iris,IRISnet
unizen,zcx,Unizen
alpha-quark-token,aqt,Alpha Quark Token
celo-dollar,cusd,Celo Dollar
arpa-chain,arpa,ARPA Chain
doge-army-token,dgat,Doge Army Token
ion,ion,Ion
contentos,cos,Contentos
carry,cre,Carry
musd,musd,mStable USD
tornado-cash,torn,Tornado Cash
hydra,hydra,Hydra
spookyswap,boo,Spookyswap
taboo-token,taboo,Taboo Token
decentral-games,dg,Decentral Games
polkaswap,pswap,Polkaswap
komodo,kmd,Komodo
gyen,gyen,GYEN
apenft,nft,APENFT
apeswap-finance,banana,ApeSwap Finance
terra-virtua-kolect,tvk,Terra Virtua Kolect
concierge-io,ava,Travala.com
cortex,ctxc,Cortex
gm,gm,GM
zkswap,zks,ZKSwap
thorchain-erc20,rune,THORChain (ERC20)
eden,eden,EDEN
hunt-token,hunt,HUNT
lcx,lcx,LCX
litentry,lit,Litentry
bitshares,bts,BitShares
nuls,nuls,Nuls
thunder-token,tt,ThunderCore
jade-protocol,jade,Jade Protocol
qanplatform,qanx,QANplatform
shiden,sdn,Shiden Network
token-pocket,tpt,Token Pocket
bzx-protocol,bzrx,bZx Protocol
boson-protocol,boson,Boson Protocol
quick,quick,Quickswap
mainframe,mft,Hifi Finance
paid-network,paid,PAID Network
metavpad,metav,MetaVPad
barnbridge,bond,BarnBridge
boringdao-btc,obtc,BoringDAO BTC
opulous,opul,Opulous
altura,alu,Altura
pylon-protocol,mine,Pylon Protocol
streamr-xdata,xdata,Streamr XDATA
sentinel,dvpn,Sentinel
ampleforth-governance-token,forth,Ampleforth Governance Token
