id,symbol,name
dao-maker,dao,DAO Maker
medibloc,med,Medibloc
origin-dollar,ousd,Origin Dollar
alchemix-usd,alusd,Alchemix USD
keep3rv1,kp3r,Keep3rV1
verge,xvg,Verge
request-network,req,Request
dopex,dpx,Dopex
titanswap,titan,TitanSwap
wilder-world,wild,Wilder World
phantasma,soul,Phantasma
coinex-token,cet,CoinEx Token
lukso-token,lyxe,LUKSO Token
vethor-token,vtho,VeThor Token
platon-network,lat,PlatON Network
dvision-network,dvi,Dvision Network
milk-alliance,mlk,MiL.k Alliance
tenset,10set,Tenset
status,SNT,Status
bitcoin-diamond,bcd,Bitcoin Diamond
alien-worlds,tlm,Alien Worlds
pundi-x-2,pundix,Pundi X
storj,storj,Storj
ice-token,ice,Popsicle Finance
seth,seth,sETH
zenon,znn,Zenon
origin-protocol,ogn,Origin Protocol
trust-wallet-token,twt,Trust Wallet Token
alchemix,alcx,Alchemix
kardiachain,kai,KardiaChain
asd,asd,AscendEx Token
polkastarter,pols,Polkastarter
alchemy-pay,ach,Alchemy Pay
circuits-of-value,coval,Circuits of Value
nkn,nkn,NKN
orbs,orbs,Orbs
akash-network,akt,Akash Network
ergo,erg,Ergo
conflux-token,cfx,Conflux
dodo,dodo,DODO
sun-token,sun,Sun Token
vvs-finance,vvs,VVS Finance
kilt-protocol,kilt,KILT Protocol
interest-bearing-bitcoin,ibbtc,Interest Bearing Bitcoin
opendao,sos,OpenDAO
ardor,ardr,Ardor
civic,cvc,Civic
my-neighbor-alice,alice,My Neighbor Alice
mx-token,mx,MX Token
orchid-protocol,oxt,Orchid Protocol
bifrost,bfc,Bifrost
insure,sure,inSure DeFi
star-atlas,atlas,Star Atlas
orion-protocol,orn,Orion Protocol
tokamak-network,ton,Tokamak Network
iexec-rlc,rlc,iExec RLC
pundi-x,npxs,Pundi X [OLD]
bezoge-earth,bezoge,Bezoge Earth
mango-markets,mngo,Mango
lido-dao,ldo,Lido DAO
lido-staked-sol,stsol,Lido Staked SOL
band-protocol,band,Band Protocol
pirate-chain,arrr,Pirate Chain
escoin-token,elg,Escoin Token
merit-circle,mc,Merit Circle
bakerytoken,bake,BakerySwap
chia,xch,Chia
divi,divi,Divi
sbtc,sbtc,sBTC
singularitynet,agix,SingularityNET
railgun,rail,Railgun
prometeus,prom,Prometeus
storm,stmx,StormX
allianceblock,albt,AllianceBlock
xsgd,xsgd,XSGD
avalaunch,xava,Avalaunch
unibright,ubt,Unibright
hxro,hxro,Hxro
sovryn,sov,Sovryn
ampleforth,ampl,Ampleforth
ark,ark,Ark
api3,api3,API3
stratis,strax,Stratis
balancer,bal,Balancer
neos-credits,ncr,Neos Credits
gitcoin,gtc,Gitcoin
regen,regen,Regen
numeraire,nmr,Numeraire
seedify-fund,sfund,Seedify.fund
lit,LIT,LIT
klever,klv,Klever
ankreth,aethc,Ankr Reward-Bearing Staked ETH
power-ledger,powr,Power Ledger
bonfida,fida,Bonfida
venus,xvs,Venus
vectorspace,vxv,Vectorspace AI
truefi,tru,TrueFi
ageur,ageur,agEUR
oxygen,oxy,Oxygen
maidsafecoin,maid,MaidSafeCoin
aelf,elf,aelf
gemini-dollar,gusd,Gemini Dollar
auction,auction,Bounce
benqi,qi,BENQI
metadium,meta,Metadium
dawn-protocol,dawn,Dawn Protocol
safepal,sfp,SafePal
steem,steem,Steem
coinmetro,xcm,CoinMetro
biswap,bsw,Biswap
btc-standard-hashrate-token,btcst,BTC Standard Hashrate Token
rif-token,rif,RSK Infrastructure Framework
tomochain,tomo,TomoChain
aioz-network,aioz,AIOZ Network
aurora-dao,idex,IDEX
funfair,fun,FUNToken
beta-finance,beta,Beta Finance
verasity,vra,Verasity
swarm-bzz,bzz,Swarm
gmx,gmx,GMX
defipulse-index,dpi,DeFi Pulse Index
electroneum,etn,Electroneum
coin-of-the-champions,coc,Coin of the champions
hermez-network-token,hez,Hermez Network
aavegotchi,ghst,Aavegotchi
deapcoin,dep,DEAPCOIN
crypto20,c20,CRYPTO20
wrapped-nxm,wnxm,Wrapped NXM
clover-finance,clv,Clover Finance
utrust,utk,Utrust
beldex,bdx,Beldex
redfox-labs-2,rfox,RedFOX Labs
gods-unchained,gods,Gods Unchained
gxchain,gxc,GXChain
badger-dao,badger,Badger DAO
usdx,usdx,USDX
telos,tlos,Telos
eth-2x-flexible-leverage-index,ETH2x-FLI,Index Coop - ETH 2x Flexible Leverage Index
linear,lina,Linear
uquid-coin,uqc,Uquid Coin
ellipsis,eps,Ellipsis
ion,ion,Ion
stp-network,stpt,STP Network
proton,xpr,Proton
superrare,rare,SuperRare
marketpeak,peak,PEAKDEFI
quark-chain,qkc,QuarkChain
wanchain,wan,Wanchain
metal,mtl,Metal
melon,mln,Enzyme
hector-dao,hec,Hector DAO
ethlend,lend,Aave [OLD]
kin,kin,Kin
bzx-protocol,bzrx,bZx Protocol
kyber-network-crystal,knc,Kyber Network Crystal
spookyswap,boo,Spookyswap
naga,ngc,NAGA
adventure-gold,agld,Adventure Gold
dero,dero,Dero
iron-bank-euro,ibeur,Iron Bank EURO
voxies,voxel,Voxies
compound-basic-attention-token,cbat,cBAT
presearch,pre,Presearch
nusd,susd,sUSD
augur,rep,Augur
feg-token,feg,FEG Token
mxc,mxc,MXC
wrapped-centrifuge,wcfg,Wrapped Centrifuge
solanium,slim,Solanium
btse-token,btse,BTSE Token
bnb48-club-token,koge,BNB48 Club Token
somnium-space-cubes,cube,Somnium Space CUBEs
qanplatform,qanx,QANplatform
ribbon-finance,rbn,Ribbon Finance
noia-network,noia,Syntropy
chronobank,time,chrono.tech
handshake,hns,Handshake
woonkly-power,woop,Woonkly Power
invictus,in,Invictus
everipedia,iq,Everipedia
kyber-network,kncl,Kyber Network Crystal Legacy
derivadao,ddx,DerivaDAO
strike,strk,Strike
aurory,aury,Aurory
xcad-network,xcad,XCAD Network
kirobo,kiro,Kirobo
samoyedcoin,samo,Samoyedcoin
rome,rome,Rome
socean-staked-sol,scnsol,Socean Staked Sol
velaspad,vlxpad,VelasPad
quick,quick,Quickswap
rook,rook,KeeperDAO
lto-network,lto,LTO Network
richquack,quack,Rich Quack
stasis-eurs,eurs,STASIS EURO
yfii-finance,yfii,DFI.money
rizon,atolo,RIZON
automata,ata,Automata
boson-protocol,boson,Boson Protocol
seth2,seth2,sETH2
gamezone,gzone,GameZone
sentinel,dvpn,Sentinel
derace,derc,DeRace
lcx,lcx,LCX
idia,idia,Impossible Decentralized Incubator Access
reflexer-ungovernance-token,flx,Reflexer Ungovernance Token
tranchess,chess,Tranchess
guildfi,gf,GuildFi
seur,seur,sEUR
star-atlas-dao,polis,Star Atlas DAO
certik,ctk,CertiK
hi-dollar,hi,hi Dollar
decentral-games,dg,Decentral Games
bscpad,bscpad,BSCPAD
ethernity-chain,ern,Ethernity Chain
thorchain-erc20,rune,THORChain (ERC20)
iris-network,iris,IRISnet
unizen,zcx,Unizen
defi-land,dfl,DeFi Land
compound-0x,czrx,c0x
district0x,dnt,district0x
gains-farm,gfarm2,Gains Farm
whale,whale,WHALE
mimo-parallel-governance-token,mimo,MIMO Parallel Governance Token
celo-dollar,cusd,Celo Dollar
arpa-chain,arpa,ARPA Chain
strong,strong,Strong
komodo,kmd,Komodo
tokocrypto,tko,Tokocrypto
yieldly,yldy,Yieldly
concierge-io,ava,Travala.com
alpha-quark-token,aqt,Alpha Quark Token
compound-uniswap,cuni,cUNI
zombie-inu,zinu,Zombie Inu
cortex,ctxc,Cortex
decentral-games-governance,xdg,Decentral Games Governance
gm,gm,GM
alpaca-finance,alpaca,Alpaca Finance
contentos,cos,Contentos
beefy-finance,bifi,Beefy.Finance
apenft,nft,APENFT
litentry,lit,Litentry
shapeshift-fox-token,fox,ShapeShift FOX Token
bitshares,bts,BitShares
taboo-token,taboo,Taboo Token
altura,alu,Altura
harvest-finance,farm,Harvest Finance
mixmarvel,mix,MixMarvel
terra-virtua-kolect,tvk,Terra Virtua Kolect
cocos-bcx,cocos,COCOS BCX
carry,cre,Carry
token-pocket,tpt,Token Pocket
propy,pro,Propy
barnbridge,bond,BarnBridge
saito,saito,Saito
trustswap,swap,Trustswap
musd,musd,mStable USD
tornado-cash,torn,Tornado Cash
doge-army-token,dgat,Doge Army Token
metavpad,metav,MetaVPad
rai,rai,Rai Reflex Index
thunder-token,tt,ThunderCore
gyen,gyen,GYEN
karura,kar,Karura
eden,eden,EDEN
hunt-token,hunt,HUNT
dvf,dvf,DVF
paraswap,psp,ParaSwap
streamr-xdata,xdata,Streamr XDATA
gas,gas,Gas
paid-network,paid,PAID Network
zkswap,zks,ZKSwap
ampleforth-governance-token,forth,Ampleforth Governance Token
mainframe,mft,Hifi Finance
mobius,mobi,Mobius
splinterlands,sps,Splinterlands
boringdao-btc,obtc,BoringDAO BTC
position-token,posi,Position Token
pylon-protocol,mine,Pylon Protocol
dia-data,DIA,DIA
mimatic,mimatic,MAI
bilira,tryb,BiLira
unifty,nif,Unifty
nuls,nuls,Nuls
adex,adx,Ambire AdEx
shiden,sdn,Shiden Network
tellor,trb,Tellor
morpheus-network,mnw,Morpheus Network
measurable-data-token,mdt,Measurable Data Token
pha,pha,Phala Network
apeswap-finance,banana,ApeSwap Finance
nerve-finance,nrv,Nerve Finance
bytz,bytz,BYTZ
jade-protocol,jade,Jade Protocol
kava-lend,HARD,Kava Lend
kava-swap,swp,Kava Swap
cudos,cudos,Cudos
opulous,opul,Opulous
koinos,koin,Koinos
catecoin,cate,CateCoin
six-network,six,SIX Network
fio-protocol,fio,FIO Protocol
cvault-finance,core,cVault.finance
bella-protocol,bel,Bella Protocol
ramp,ramp,RAMP
xmon,xmon,XMON
zero-collateral-dai,zai,Zero Collateral Dai
covalent,cqt,Covalent
bluzelle,blz,Bluzelle
hydra,hydra,Hydra
polkaswap,pswap,Polkaswap
sai,sai,Sai
loom-network,loomold,Loom Network (OLD)
lgcy-network,lgcy,LGCY Network
grid,grid,GridPlus
rarible,rari,Rarible
rai-finance,sofi,RAI Finance
ovr,ovr,Ovr
aion,aion,Aion
dock,dock,Dock
sifchain,erowan,Sifchain
hoo-token,hoo,Hoo Token
sharering,shr,ShareToken
chainx,pcx,ChainX
hackenai,hai,Hacken Token
liquity,lqty,Liquity
snowbank,sb,Snowbank
zcoin,firo,Firo
orca,orca,Orca
fodl-finance,fodl,Fodl Finance
bytom,btm,Bytom
mossland,moc,Mossland
mute,mute,Mute
aergo,aergo,Aergo
magic,magic,Magic
treeb,treeb,Retreeb
mantra-dao,om,MANTRA DAO
hoge-finance,hoge,Hoge Finance
luffy-inu,luffy,Luffy
bitmart-token,bmx,BitMart Token
boringdao,boring,BoringDAO
ooki,ooki,Ooki
refereum,rfr,Refereum
comdex,cmdx,Comdex
akropolis,akro,Akropolis
atari,atri,Atari
everrise,rise,EverRise
energi,nrg,Energi
bread,brd,Bread
kleros,pnk,Kleros
elastos,ela,Elastos
beam,beam,BEAM
newscrypto-coin,nwc,Newscrypto Coin
geist-finance,geist,Geist Finance
alchemist,mist,Alchemist
metronome,met,Metronome
parsiq,prq,PARSIQ
shyft-network-2,shft,Shyft Network
vite,vite,Vite
urus-token,urus,Aurox Token
shabu-shabu,kobe,Shabu Shabu
bosagora,boa,BOSAGORA
bytecoin,bcn,Bytecoin
sperax,spa,Sperax
starterra,stt,StarTerra
aleph,aleph,Aleph.im
haven,xhv,Haven
suku,SUKU,SUKU
epik-prime,epik,Epik Prime
bomber-coin,bcoin,Bomber Coin
videocoin,vid,VideoCoin
digixdao,dgd,DigixDAO
groestlcoin,grs,Groestlcoin
smartlands,slt,Smartlands Network
math,math,MATH
cap,cap,Cap
siaprime-coin,scp,ScPrime
blocto-token,blt,Blocto Token
vai,vai,Vai
btu-protocol,btu,BTU Protocol
sport-and-leisure,snl,Sport and Leisure
paribus,pbx,Paribus
maple,mpl,Maple
silent-notary,ubsn,Silent Notary
silo-finance,silo,Silo Finance
solve-care,solve,SOLVE
squid,squid,SquidDao
boringdao-[old],bor,BoringDAO [OLD]
steem-dollars,sbd,Steem Dollars
apollox-2,apx,ApolloX
moon-nation-game,mng,Moon Nation Game
instadapp,inst,Instadapp
viper,viper,Viper
adapad,adapad,ADAPad
crabada,cra,Crabada
adshares,ads,Adshares
xdai-stake,stake,STAKE
metaversepro,meta,MetaversePRO
marlin,pond,Marlin
new-bitshares,nbs,New BitShares
mcdex,mcb,MCDEX
lockchain,loc,LockTrip
bns-token,bns,BNS Token
saber,sbr,Saber
sandclock,quartz,Sandclock
fsn,fsn,FUSION
verus-coin,vrsc,Verus Coin
stake-dao,sdt,Stake DAO
kryll,krl,KRYLL
pangolin,png,Pangolin
red-pulse,phb,Phoenix Global [OLD]
koda-finance,koda,Koda Cryptocurrency
epic-cash,epic,Epic Cash
jet,jet,JET
platoncoin,pltc,PlatonCoin
nexus,nxs,Nexus
chain-guardians,cgg,Chain Guardians
tronpad,tronpad,TRONPAD
euphoria-2,wagmi,Euphoria
v-systems,vsys,V.SYSTEMS
spiritswap,spirit,SpiritSwap
step-finance,step,Step Finance
cargox,cxo,CargoX
e-money,ngm,e-Money
trias-token,trias,Trias Token
hegic,hegic,Hegic
numbers-protocol,num,Numbers Protocol
gamestarter,game,Gamestarter
paris-saint-germain-fan-token,psg,Paris Saint-Germain Fan Token
guild-of-guardians,gog,Guild of Guardians
dash-diamond,dashd,Dash Diamond
chain-games,chain,Chain Games
celo-euro,ceur,Celo Euro
sentinel-protocol,upp,Sentinel Protocol
dextools,dext,DexTools
frontier-token,front,Frontier
anj,anj,Aragon Court
airswap,ast,AirSwap
futureswap,fst,Futureswap
sora,xor,Sora
metaverse-index,mvi,Metaverse Index
sx-network,sx,SX Network
tether-eurt,eurt,Euro Tether
occamfi,occ,OccamFi
aeternity,ae,Aeternity
spool-dao-token,spool,Spool DAO Token
edgeware,edg,Edgeware
fuse-network-token,fuse,Fuse
polkafoundry,pkf,PolkaFoundry
dopex-rebate-token,rdpx,Dopex Rebate Token
axion,axn,Axion
dogebonk,dobo,DogeBonk
velo,velo,Velo
stratos,stos,Stratos
sipher,sipher,Sipher
dforce-token,df,dForce Token
usdk,usdk,USDK
dora-factory,dora,Dora Factory
singularitydao,sdao,SingularityDAO
zignaly,zig,Zignaly
dexe,dexe,DeXe
ptokens-btc,pbtc,pTokens BTC
bean,bean,Bean
force-protocol,for,ForTube
offshift,xft,Offshift
polyswarm,nct,PolySwarm
unifi-protocol-dao,unfi,Unifi Protocol DAO
openocean,ooe,OpenOcean
insurace,insur,InsurAce
adax,adax,ADAX
tbtc,tbtc,tBTC
vempire-ddao,vemp,vEmpire DDAO
cardstarter,cards,Cardstarter
bepro-network,bepro,BEPRO Network
torum,xtm,Torum
gifto,gto,Gifto
stronghold-token,shx,Stronghold Token
wozx,wozx,Efforce
new-order,newo,New Order
gochain,go,GoChain
inverse-finance,inv,Inverse Finance
unlend-finance,uft,UniLend Finance
depo,depo,Depo
meter,mtrg,Meter Governance
sentivate,sntvt,Sentivate
3x-long-ethereum-token,ethbull,3X Long Ethereum Token
friends-with-benefits-pro,fwb,Friends With Benefits Pro
thought,tht,Thought
yield-app,yld,YIELD App
hot-cross,hotcross,Hot Cross
tokenlon,lon,Tokenlon
manchester-city-fan-token,city,Manchester City Fan Token
pivx,pivx,PIVX
doge-dash,DogeDash,Doge Dash
xdefi,xdefi,XDEFI
mithril,mith,Mithril
glitch-protocol,glch,Glitch Protocol
nftx,nftx,NFTX
nimiq-2,nim,Nimiq
concentrated-voting-power,cvp,PowerPool Concentrated Voting Power
v-id-blockchain,vidt,VIDT Datalink
waykichain,wicc,WaykiChain
super-zero,sero,SERO
hshare,hc,HyperCash
databroker-dao,dtx,DaTa eXchange Token
blockchain-monster-hunt,bcmc,Blockchain Monster Hunt
neutrino-system-base-token,nsbt,Neutrino System Base Token
loki-network,oxen,Oxen
nominex,nmx,Nominex
qash,qash,QASH
selfkey,key,SelfKey
index-cooperative,index,Index Cooperative
clearpool,cpool,Clearpool
ethereum-push-notification-service,push,Ethereum Push Notification Service - EPNS
revolution-populi,rvp,Revolution Populi
coin-capsule,caps,Ternoa
multivac,mtv,MultiVAC
reddcoin,rdd,Reddcoin
polka-city,polc,Polkacity
hotbit-token,htb,Hotbit Token
apollo,apl,Apollo
dego-finance,dego,Dego Finance
revv,revv,REVV
umbrella-network,umb,Umbrella Network
gny,gny,GNY
aquarius,aqua,Aquarius
rootkit,root,Rootkit
wing-finance,wing,Wing Finance
refinable,fine,Refinable
decentral-games-old,dg,Decentral Games (Old)
kccpad,kccpad,KCCPad
givingtoservices-svs,svs,GivingToServices SVS
opacity,opct,Opacity
terra-krw,krt,TerraKRW
cryptex-finance,ctx,Cryptex Finance
dxdao,dxd,DXdao
erc20,erc20,ERC20
hiblocks,hibs,Hiblocks
get-token,get,GET Protocol
marcopolo,map,MAP Protocol
vecrv-dao-yvault,yve-crvdao,veCRV-DAO yVault
rainicorn,raini,Rainicorn
stackos,stack,StackOS
paccoin,pac,PAC Protocol
blox,cdt,Blox
trisolaris,tri,Trisolaris
premia,premia,Premia
safe-haven,sha,Safe Haven
stafi,fis,Stafi
steam-exchange,steamx,Steam Exchange
smart-valor,valor,Smart Valor
pnetwork,pnt,pNetwork
gem-exchange-and-trading,gxt,Gem Exchange And Trading
era-swap-token,es,Era Swap Token
unicly,unic,Unicly
likecoin,like,LikeCoin
unfederalreserve,ersdl,unFederalReserve
rubic,rbc,Rubic
hydradx,xhdx,HydraDX
adappter-token,adp,Adappter Token
polkadex,pdex,Polkadex
dacxi,dacxi,Dacxi
solend,slnd,Solend
cutcoin,cut,CUTcoin
governance-zil,gzil,governance ZIL
banano,ban,Banano
neon-exchange,nex,Nash
blockv,vee,BLOCKv
avinoc,avinoc,AVINOC
dragonchain,drgn,Dragonchain
moviebloc,mbl,MovieBloc
qi-dao,qi,Qi Dao
slink,slink,sLINK
zano,zano,Zano
penguin-finance,pefi,Penguin Finance
cream-2,cream,Cream
unisocks,socks,Unisocks
nftb,nftb,NFTb
spartacus,spa,Spartacus
symbiosis-finance,sis,Symbiosis Finance
atletico-madrid,atm,Atletico Madrid Fan Token
quantstamp,qsp,Quantstamp
exeedme,xed,Exeedme
mork,mork,MORK
reserve,rsv,Reserve
waltonchain,wtc,Waltonchain
vertcoin,vtc,Vertcoin
mint-club,mint,Mint Club
bnbpay,bpay,BNBPay
crust-network,cru,Crust Network
thorstarter,xrune,Thorstarter
gamee,gmee,GAMEE
bankless-dao,bank,Bankless DAO
usdp,usdp,USDP Stablecoin
orion-money,orion,Orion Money
fancy-games,fnc,Fancy Games
solchicks-token,chicks,SolChicks Token
kylin-network,kyl,Kylin Network
counterparty,xcp,Counterparty
blockport,bux,BUX Token
spartan-protocol-token,sparta,Spartan Protocol Token
block-ape-scissors,bas,Block Ape Scissors
elysia,el,ELYSIA
gamercoin,ghx,GamerCoin
freerossdao,free,FreeRossDAO
hopr,hopr,HOPR
vfox,vfox,VFOX
the-doge-nft,dog,The Doge NFT
zoid-pay,zpay,ZoidPay
manifold-finance,fold,Manifold Finance
dxsale-network,sale,DxSale Network
polkamarkets,polk,Polkamarkets
ledgis,led,Ledgis
fc-barcelona-fan-token,bar,FC Barcelona Fan Token
peony-coin,pny,Peony Coin
radium,val,Validity
maps,maps,MAPS
stacktical,dsla,DSLA Protocol
valkyrie-protocol,vkr,Valkyrie Protocol
gains,gains,Gains
bridge,brg.x,Bridge$
ultiledger,ult,Ultiledger
cake-monster,monsta,Cake Monster
bitcoinstaking,bsk,BitcoinStaking
dogegf,dogegf,DogeGF
polkabridge,pbr,PolkaBridge
mogul-productions,stars,Mogul Productions
heroes-empires,he,Heroes & Empires
naos-finance,naos,NAOS Finance
everid,id,Everest
xels,xels,XELS
civilization,civ,Civilization
o3-swap,o3,O3 Swap
cellframe,cell,Cellframe
lattice-token,ltx,Lattice Token
faraland,fara,FaraLand
polydoge,polydoge,PolyDoge
chimaera,chi,XAYA
gelato,gel,Gelato
biconomy-exchange-token,bit,Biconomy Exchange Token
content-value-network,cvnt,Conscious Value Network
blackpool-token,bpt,BlackPool Token
yield-yak,yak,Yield Yak
mobiecoin,mbx,MobieCoin
skey-network,skey,Skey Network
cardstack,card,Cardstack
nav-coin,nav,Navcoin
lbry-credits,lbc,LBRY Credits
smart-mfg,mfg,Smart MFG
route,route,Router Protocol
aventus,avt,Aventus
eqifi,eqx,EQIFi
sylo,sylo,Sylo
permission-coin,ask,Permission Coin
